id,name,address,district,lng,lat,type,tel,source,crawl_time,brand,tier,rating,review_count,avg_price,price_level,packages,package_count,estimated
B0FFIYAWBF,宝乐迪量贩式KTV(顶层家居智媒广场店),长辛店杜家坎环岛北集美广场4层,丰台区,116.210288,39.844794,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:54,其他,中端,3.8,712,64,低,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 384, ""original_price"": 512, ""per_person"": 192}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 230, ""original_price"": 384, ""per_person"": 115}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 716, ""original_price"": 1024, ""per_person"": 179}]",3,TRUE
B0FFM3XGR0,友乐迪量贩式KTV,云岗路与迎宾东路交叉口东南100米,丰台区,116.167018,39.809165,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:54,其他,中端,3.5,109,64,低,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 384, ""original_price"": 512, ""per_person"": 192}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 230, ""original_price"": 384, ""per_person"": 115}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 716, ""original_price"": 1024, ""per_person"": 179}]",3,TRUE
B0LUB5G3NI,青蛙王子量贩式KTV(王佐店),大灰厂向北500米路东(西王佐红绿灯向北),丰台区,116.130051,39.816472,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:54,其他,中端,3.7,463,65,低,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 390, ""original_price"": 520, ""per_person"": 195}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 234, ""original_price"": 390, ""per_person"": 117}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 728, ""original_price"": 1040, ""per_person"": 182}]",3,TRUE
B0LGTHZNHO,宝乐汇量贩式KTV(大红门店),马家堡东路106号院1号楼B1层,丰台区,116.387080,39.842751,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:54,其他,中端,3.6,190,65,低,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 390, ""original_price"": 520, ""per_person"": 195}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 234, ""original_price"": 390, ""per_person"": 117}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 728, ""original_price"": 1040, ""per_person"": 182}]",3,TRUE
B000A9IR6A,鑫山角娱乐汇,北京城区中国张仪村路甲7-8号,丰台区,116.231911,39.872324,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:54,其他,中端,3.4,103,62,低,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 372, ""original_price"": 496, ""per_person"": 186}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 223, ""original_price"": 372, ""per_person"": 111}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 694, ""original_price"": 992, ""per_person"": 173}]",3,TRUE
B000A886AI,西域豪情,大灰厂向北500米路东(西王佐红绿灯向北),丰台区,116.129875,39.816575,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:54,其他,中端,3.5,908,62,低,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 372, ""original_price"": 496, ""per_person"": 186}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 223, ""original_price"": 372, ""per_person"": 111}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 694, ""original_price"": 992, ""per_person"": 173}]",3,TRUE
B0LBHZT7JK,莱森米量贩式KTV(右安门店),开阳里二街53号,丰台区,116.368720,39.866649,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:54,其他,中端,3.7,559,65,低,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 390, ""original_price"": 520, ""per_person"": 195}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 234, ""original_price"": 390, ""per_person"": 117}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 728, ""original_price"": 1040, ""per_person"": 182}]",3,TRUE
B0FFL4PB3I,帝舞俱乐部,张仪村路4号,丰台区,116.233125,39.888375,体育休闲服务;娱乐场所;KTV|体育休闲服务;运动场馆;健身中心,,高德地图,2026-02-06 09:34:54,其他,中端,3.7,819,63,低,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 378, ""original_price"": 504, ""per_person"": 189}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 226, ""original_price"": 378, ""per_person"": 113}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 705, ""original_price"": 1008, ""per_person"": 176}]",3,TRUE
B0LBLUMYTV,宝乐迪量贩式KTV(花乡奥莱店),花乡黄土岗35号,丰台区,116.327803,39.827346,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:54,其他,中端,3.7,732,57,低,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 342, ""original_price"": 456, ""per_person"": 171}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 205, ""original_price"": 342, ""per_person"": 102}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 638, ""original_price"": 912, ""per_person"": 159}]",3,TRUE
B0IKTAHMLX,世纪歌酷主题量贩KTV(万丰路店),万丰路308号(万丰小吃城),丰台区,116.293909,39.872203,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:54,其他,中端,3.3,1225,57,低,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 342, ""original_price"": 456, ""per_person"": 171}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 205, ""original_price"": 342, ""per_person"": 102}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 638, ""original_price"": 912, ""per_person"": 159}]",3,TRUE
B0KU4PVDUI,星聚会KTV(北京丽泽天地店),丰台北路17号院1号丽泽天地购物中心6F层,丰台区,116.306167,39.867867,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:54,星聚会,中高端,3.9,423,97,中,"[{""name"": ""标准欢唱"", ""hours"": 4, ""people"": 2, ""price"": 620, ""original_price"": 776, ""per_person"": 310}, {""name"": ""聚会套餐"", ""hours"": 4, ""people"": 6, ""price"": 1746, ""original_price"": 2328, ""per_person"": 291}, {""name"": ""周末特惠"", ""hours"": 5, ""people"": 4, ""price"": 1358, ""original_price"": 1940, ""per_person"": 339}]",3,TRUE
B0FFIHBL3K,北京松缘商务俱乐部,北京城区中国北京西站南路东局甲8号1楼,丰台区,116.320411,39.874933,住宿服务;住宿服务相关;住宿服务相关|体育休闲服务;休闲场所;休闲场所,,高德地图,2026-02-06 09:34:54,其他,中端,3.4,718,57,低,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 342, ""original_price"": 456, ""per_person"": 171}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 205, ""original_price"": 342, ""per_person"": 102}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 638, ""original_price"": 912, ""per_person"": 159}]",3,TRUE
B000AA1H5G,爱沙国际量贩KTV,六里桥北里弘利苑大厦2层,丰台区,116.305309,39.883202,体育休闲服务;娱乐场所;KTV|生活服务;美容美发店;美容美发店,,高德地图,2026-02-06 09:34:54,其他,中端,3.6,657,58,低,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 348, ""original_price"": 464, ""per_person"": 174}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 208, ""original_price"": 348, ""per_person"": 104}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 649, ""original_price"": 928, ""per_person"": 162}]",3,TRUE
B0L05STTFC,宝山商务俱乐部,方庄芳城园三区17号楼(方庄地铁站A西北口步行390米),丰台区,116.435291,39.866247,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:54,其他,中端,3.6,403,59,低,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 354, ""original_price"": 472, ""per_person"": 177}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 212, ""original_price"": 354, ""per_person"": 106}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 660, ""original_price"": 944, ""per_person"": 165}]",3,TRUE
B000A7W9MR,莱森米量贩式KTV(方庄店),方庄芳城园三区17号楼(方庄地铁站A西北口步行410米),丰台区,116.435291,39.866247,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:54,其他,中端,3.4,704,64,低,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 384, ""original_price"": 512, ""per_person"": 192}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 230, ""original_price"": 384, ""per_person"": 115}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 716, ""original_price"": 1024, ""per_person"": 179}]",3,TRUE
B0LGASLI65,宝乐迪量贩式KTV(右安门店),右安门外大街56号院2号楼(景风门地铁站D口步行290米),丰台区,116.364988,39.860437,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:54,其他,中端,3.8,1808,57,低,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 342, ""original_price"": 456, ""per_person"": 171}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 205, ""original_price"": 342, ""per_person"": 102}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 638, ""original_price"": 912, ""per_person"": 159}]",3,TRUE
B0L11CLNPS,宝乐汇(刘家窑店),宋庄路5号,丰台区,116.427493,39.855897,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:54,其他,中端,3.6,984,58,低,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 348, ""original_price"": 464, ""per_person"": 174}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 208, ""original_price"": 348, ""per_person"": 104}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 649, ""original_price"": 928, ""per_person"": 162}]",3,TRUE
B0KKBAIW4U,京聚会量贩式KTV,三路居18号楼(丽泽商务区地铁站D口步行470米),丰台区,116.335325,39.865325,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:54,其他,中端,3.8,560,65,低,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 390, ""original_price"": 520, ""per_person"": 195}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 234, ""original_price"": 390, ""per_person"": 117}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 728, ""original_price"": 1040, ""per_person"": 182}]",3,TRUE
B0L0NNQR5R,欢乐汇,北京城区马家堡东路108号院九号楼一层,丰台区,116.390298,39.840011,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:54,其他,中端,3.7,826,54,低,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 324, ""original_price"": 432, ""per_person"": 162}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 194, ""original_price"": 324, ""per_person"": 97}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 604, ""original_price"": 864, ""per_person"": 151}]",3,TRUE
B0LBTU3YT3,宝乐汇量贩KTV国润店,小井西路与西四环南路辅路交叉口东80米,丰台区,116.282249,39.869764,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:54,其他,中端,3.8,127,58,低,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 348, ""original_price"": 464, ""per_person"": 174}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 208, ""original_price"": 348, ""per_person"": 104}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 649, ""original_price"": 928, ""per_person"": 162}]",3,TRUE
B0JD47NLON,礼·墅休闲度假区,沙羊路后甫营81号,丰台区,116.092789,39.842301,体育休闲服务;度假疗养场所;度假村,,高德地图,2026-02-06 09:34:54,其他,中端,3.5,1224,57,低,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 342, ""original_price"": 456, ""per_person"": 171}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 205, ""original_price"": 342, ""per_person"": 102}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 638, ""original_price"": 912, ""per_person"": 159}]",3,TRUE
B0I11Y6JHM,圣瑞华汗蒸洗浴,马家堡路180号蓝光云鼎大厦加油站北100米,丰台区,116.379398,39.834848,生活服务;洗浴推拿场所;洗浴推拿场所,,高德地图,2026-02-06 09:34:54,其他,中端,3.7,1467,55,低,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 330, ""original_price"": 440, ""per_person"": 165}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 198, ""original_price"": 330, ""per_person"": 99}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 616, ""original_price"": 880, ""per_person"": 154}]",3,TRUE
B0K0KSC9IO,派对星(慧谷国际店),樊阳路51号慧谷国际B1-111,丰台区,116.312525,39.828275,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:54,其他,中端,3.7,334,60,低,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 360, ""original_price"": 480, ""per_person"": 180}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 216, ""original_price"": 360, ""per_person"": 108}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 672, ""original_price"": 960, ""per_person"": 168}]",3,TRUE
B0FFI1X646,唱吧麦颂KTV(北京方庄店),北京城区蒲方路12、14号楼,丰台区,116.432094,39.865678,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:54,唱吧麦颂,中端,3.8,922,85,中,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 510, ""original_price"": 680, ""per_person"": 255}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 306, ""original_price"": 510, ""per_person"": 153}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 951, ""original_price"": 1360, ""per_person"": 237}]",3,TRUE
B0L3M1P0B5,酷秀KTV(丽泽新光界店),北京城区丰台北路18号院金唐新光界商场5层,丰台区,116.304890,39.865945,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:54,酷秀,中端,3.7,915,76,低,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 456, ""original_price"": 608, ""per_person"": 228}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 273, ""original_price"": 456, ""per_person"": 136}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 851, ""original_price"": 1216, ""per_person"": 212}]",3,TRUE
B0L66MB7N2,十三K·PARTY·KTV(丰台春风里店),新宫地铁站D西南口步行300米,丰台区,116.364934,39.809849,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:54,其他,中端,3.7,1624,64,低,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 384, ""original_price"": 512, ""per_person"": 192}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 230, ""original_price"": 384, ""per_person"": 115}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 716, ""original_price"": 1024, ""per_person"": 179}]",3,TRUE
B0FFIQRI9G,唱吧麦颂KTV(刘家窑歌舞剧院店),北京城区南三环东路23号1号楼负一层,丰台区,116.426749,39.858738,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:54,唱吧麦颂,中端,3.9,1178,80,中,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 480, ""original_price"": 640, ""per_person"": 240}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 288, ""original_price"": 480, ""per_person"": 144}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 896, ""original_price"": 1280, ""per_person"": 224}]",3,TRUE
B0L3M1P0B6,酷秀KTV·派对(欧尚店),北京城区邻枫路1号大润发超市3层,丰台区,116.288624,39.835793,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:54,酷秀,中端,3.7,190,76,低,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 456, ""original_price"": 608, ""per_person"": 228}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 273, ""original_price"": 456, ""per_person"": 136}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 851, ""original_price"": 1216, ""per_person"": 212}]",3,TRUE
B0LGHUTUU7,五方量贩式KTV,云岗南区东里12号,丰台区,116.162465,39.808903,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:54,其他,中端,3.7,541,60,低,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 360, ""original_price"": 480, ""per_person"": 180}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 216, ""original_price"": 360, ""per_person"": 108}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 672, ""original_price"": 960, ""per_person"": 168}]",3,TRUE
B000A85JJA,宝乐汇量贩式KTV(宋家庄店),丰台区双庙村125号院1号楼,丰台区,116.428753,39.838319,体育休闲服务;娱乐场所;KTV|公司企业;公司;公司,,高德地图,2026-02-06 09:34:54,其他,中端,3.3,1148,59,低,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 354, ""original_price"": 472, ""per_person"": 177}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 212, ""original_price"": 354, ""per_person"": 106}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 660, ""original_price"": 944, ""per_person"": 165}]",3,TRUE
B0LGD9MI8P,乐巢量贩式KTV(南顶路店),南顶路甲23号三层、四层、五层,丰台区,116.411094,39.842424,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:54,乐巢,中端,3.9,752,73,低,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 438, ""original_price"": 584, ""per_person"": 219}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 262, ""original_price"": 438, ""per_person"": 131}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 817, ""original_price"": 1168, ""per_person"": 204}]",3,TRUE
B0FFK2IK2B,唱吧麦颂KTV(马家堡店),北京城区马家堡西路11号地下一层,丰台区,116.370767,39.848170,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:54,唱吧麦颂,中端,3.9,565,79,低,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 474, ""original_price"": 632, ""per_person"": 237}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 284, ""original_price"": 474, ""per_person"": 142}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 884, ""original_price"": 1264, ""per_person"": 221}]",3,TRUE
B0FFH0X91L,唱吧麦颂KTV(泥洼地铁站店),北京城区丰管路甲3号亿潼隆丰益购物中心4,丰台区,116.302196,39.858667,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:54,唱吧麦颂,中端,4.0,567,86,中,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 516, ""original_price"": 688, ""per_person"": 258}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 309, ""original_price"": 516, ""per_person"": 154}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 963, ""original_price"": 1376, ""per_person"": 240}]",3,TRUE
B0JKPL1XZK,京乐门舞厅,西马场甲14号集美家居5号厅一层,丰台区,116.394137,39.834432,体育休闲服务;娱乐场所;迪厅,,高德地图,2026-02-06 09:34:54,其他,中端,3.7,467,59,低,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 354, ""original_price"": 472, ""per_person"": 177}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 212, ""original_price"": 354, ""per_person"": 106}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 660, ""original_price"": 944, ""per_person"": 165}]",3,TRUE
B0J07M6T00,名赫东方禧福汇俱乐部,北京城区交道口东大街101号北京东方美爵酒店地下一层,东城区,116.411740,39.941424,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:55,其他,中端,3.3,750,77,低,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 462, ""original_price"": 616, ""per_person"": 231}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 277, ""original_price"": 462, ""per_person"": 138}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 862, ""original_price"": 1232, ""per_person"": 215}]",3,TRUE
B0FFJBTPLF,唱吧麦颂KTV(簋街店),北京城区东直门内大街15号-13、-14、2层2-15,东城区,116.427170,39.941331,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:55,唱吧麦颂,中端,4.2,1439,109,中,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 654, ""original_price"": 872, ""per_person"": 327}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 392, ""original_price"": 654, ""per_person"": 196}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 1220, ""original_price"": 1744, ""per_person"": 305}]",3,TRUE
B0FFFGWMY8,唱吧麦颂KTV(崇文门店),区崇文门外大街40号4F北,东城区,116.419054,39.896804,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:55,唱吧麦颂,中端,4.0,446,98,中,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 588, ""original_price"": 784, ""per_person"": 294}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 352, ""original_price"": 588, ""per_person"": 176}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 1097, ""original_price"": 1568, ""per_person"": 274}]",3,TRUE
B0LRNLMY6I,北方鑫柜量贩式KTV(暂停营业),交林夹道与和平里东街辅路交叉口东40米,东城区,116.425775,39.957460,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:55,其他,中端,3.5,380,73,低,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 438, ""original_price"": 584, ""per_person"": 219}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 262, ""original_price"": 438, ""per_person"": 131}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 817, ""original_price"": 1168, ""per_person"": 204}]",3,TRUE
B0FFL4WQF7,唱吧麦颂KTV(马连道店),北京城区马连道东街15号院1号,西城区,116.331965,39.884440,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:55,唱吧麦颂,中端,3.9,736,101,中,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 606, ""original_price"": 808, ""per_person"": 303}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 363, ""original_price"": 606, ""per_person"": 181}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 1131, ""original_price"": 1616, ""per_person"": 282}]",3,TRUE
B0HKAUK86U,莱森米KTV(马连道店),红莲南路28号红莲大厦F1层,西城区,116.333610,39.876840,体育休闲服务;体育休闲服务场所;体育休闲服务场所,,高德地图,2026-02-06 09:34:55,其他,中端,3.5,757,70,低,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 420, ""original_price"": 560, ""per_person"": 210}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 252, ""original_price"": 420, ""per_person"": 126}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 784, ""original_price"": 1120, ""per_person"": 196}]",3,TRUE
B0LUHXKNME,星樂汇量贩式KTV,首创新大都东门旁(二里沟地铁站C口步行440米),西城区,116.336741,39.932992,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:55,其他,中端,3.6,709,77,低,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 462, ""original_price"": 616, ""per_person"": 231}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 277, ""original_price"": 462, ""per_person"": 138}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 862, ""original_price"": 1232, ""per_person"": 215}]",3,TRUE
B0LDUREMUJ,金色芳华,马连道东街15号红莲晴园,西城区,116.332125,39.884208,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:55,其他,中端,3.6,753,76,低,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 456, ""original_price"": 608, ""per_person"": 228}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 273, ""original_price"": 456, ""per_person"": 136}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 851, ""original_price"": 1216, ""per_person"": 212}]",3,TRUE
B0FFJDNC9Z,唱吧麦颂KTV(月坛南街京饮华天商厦店)(暂停营业),月坛南街30号京饮华天商场F4层,西城区,116.340885,39.913781,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:55,唱吧麦颂,中端,3.8,607,104,中,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 624, ""original_price"": 832, ""per_person"": 312}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 374, ""original_price"": 624, ""per_person"": 187}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 1164, ""original_price"": 1664, ""per_person"": 291}]",3,TRUE
B0LG7C4ALD,极格线KTV(通州土桥店),九棵树东路砖厂南里48号楼3层301,通州区,116.694603,39.870724,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:56,其他,中端,3.8,533,59,低,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 354, ""original_price"": 472, ""per_person"": 177}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 212, ""original_price"": 354, ""per_person"": 106}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 660, ""original_price"": 944, ""per_person"": 165}]",3,TRUE
B000A7PKJ0,金宝来KTV,八里桥通惠北路18号,通州区,116.642857,39.915485,体育休闲服务;娱乐场所;KTV,,高德地图,2026-02-06 09:34:56,其他,中端,3.8,1485,49,低,"[{""name"": ""超值欢唱"", ""hours"": 4, ""people"": 2, ""price"": 294, ""original_price"": 392, ""per_person"": 147}, {""name"": ""学生优惠"", ""hours"": 3, ""people"": 2, ""price"": 176, ""original_price"": 294, ""per_person"": 88}, {""name"": ""团购特惠"", ""hours"": 4, ""people"": 4, ""price"": 548, ""original_price"": 784, ""per_person"": 137}]",3,TRUE
